TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;00.068.305/0001-35;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EMPREENDER RENDA FIXA LONGO PRAZO;2023-11-30;37788827.46
FI;00.071.477/0001-68;BB RENDA FIXA AUTOMÁTICO EMPRESA SIMPLES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;1809526754.89
FI;00.073.041/0001-08;BB BESC RENDA FIXA PRÁTICO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2023-11-30;12347508.84
FI;00.083.181/0001-67;OPP I FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I INVESTIMENTO NO EXTERIOR;2023-11-30;17936550191.58
FI;00.089.915/0001-15;AMARIL FRANKLIN FIC DE FIF MULTIMERCADO - CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2023-11-30;17646839.99
FI;00.102.322/0001-41;BOREAL AÇÕES III FUNDO DE INVESTIMENTO DE AÇÕES INVESTIMENTO NO EXTERIOR;2023-11-30;60228022.67
FI;00.180.995/0001-10;SAFRA EXECUTIVE MAX RF FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;133937754.43
FI;00.185.259/0001-54;OPPORTUNITY LOGICA II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;2023-11-30;504044535.41
FI;00.194.256/0001-87;BB EXTRAMERCADO FAE FUNDO DE INVESTIMENTO EM RENDA FIXA;2023-11-30;4396951939.78
FI;00.211.294/0001-09;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO EUCALIPTO;2023-11-30;720218808.47
FI;00.222.725/0001-24;SANTANDER RENDA FIXA CRESCIMENTO CENTRUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;70793478.57
FI;00.222.816/0001-60;SAFRA EXECUTIVE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2023-11-30;1158041558.57
FI;00.280.302/0001-60;BRADESCO H FICFI RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO TIPO;2023-11-30;431665591.48
FI;00.306.278/0001-91;BRADESCO FIC DE FI FINANCEIRO RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE LIMITADA;2023-11-30;2068053173.16
FI;00.322.699/0001-06;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO LONGO PRAZO EXECUTIVO;2023-11-30;3139499083.51
FI;00.346.750/0001-10;NECTON FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;3800718.07
FI;00.360.293/0001-18;BB RENDA FIXA DIVIDA EXTERNA MIL FUNDO INVESTIMENTO;2023-11-30;47271798.77
FI;00.398.561/0001-90;PORTO ALISIOS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC EM AÇÕES RESP LIMITADA;2023-11-30;64568422.94
FI;00.400.490/0001-13;PORTO SEGURO MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;273592094.75
FI;00.463.569/0001-93;BRADESCO PRIVATE FUNDO DE INVESTIMENTO EM AÇÕES IBOVESPA ALAVANCADO;2023-11-30;1140685.22
FI;00.524.617/0001-06;CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;55941721.01
FI;00.539.553/0001-17;SELEÇÃO SAFRA CASH FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;389190285.61
FI;00.575.922/0001-27;ALFA AÇÕES PREMIUM - FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;17459184.99
FI;00.598.452/0001-17;MB MASTER RF REFERENCIADO DI LP FUNDO DE INVESTIMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA;2023-11-30;24907932.10
FI;00.601.692/0001-23;FAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2023-11-30;99583191.33
FI;00.638.573/0001-45;PAULA SOUZA FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2023-11-30;38712098.10
FI;00.743.026/0001-20;BANRISUL VIP FUNDO DE INVESTIMENTO RENDA FIXA DE LONGO PRAZO;2023-11-30;82867483.03
FI;00.756.851/0001-69;BB RENDA FIXA REFERENCIADO DI ÁGIL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;3012287510.73
FI;00.777.815/0001-81;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LP FUNCIONÁRIO - RESP LIMITADA;2023-11-30;130457375.85
FI;00.785.365/0001-79;ITAÚ MONEY MARKET RENDA FIXA FIF DA CIC RESP LIMITADA;2023-11-30;59941513.82
FI;00.793.947/0001-05;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA VÊNUS;2023-11-30;51438335.33
FI;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-11-30;1123778015.16
FI;00.809.773/0001-13;BRADESCO H FICFI RENDA FIXA CURTO PRAZO OVER;2023-11-30;70010119.49
FI;00.812.433/0001-41;BNB AUTOMÁTICO CLASSE DE INVESTIMENTO RENDA FIXA CURTO PRAZO - RESP LIMITADA;2023-11-30;4184749161.23
FI;00.813.342/0001-20;SANTANDER RF REFERENCIADO DI MAIS 2 FIC FI;2023-11-30;739728651.92
FI;00.817.201/0001-86;ITAU RENDA FIXA PLUS FIF DA CLASSE DE INVESTIMENTO EM COTAS RESPONSABILIDADE LIMITADA;2023-11-30;14808350.61
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-11-30;203050084.67
FI;00.819.858/0001-82;WESTERN ASSET RF ATIVO SILVER FIC FI RENDA FIXA;2023-11-30;901936.27
FI;00.819.875/0001-10;WESTERN ASSET DI RENDA FIXA REFERENCIADO FI;2023-11-30;180356597.21
FI;00.819.880/0001-22;WESTERN ASSET CÂMBIO DOLAR PRIME FICFI CAMBIAL;2023-11-30;28172743.50
FI;00.819.889/0001-33;WESTERN ASSET HEDGE DÓLAR FUNDO DE INVESTIMENTO CAMBIAL;2023-11-30;54933999.26
FI;00.819.901/0001-00;WESTERN ASSET DI SILVER FIC FI RENDA FIXA REFERENCIADO;2023-11-30;4035659.78
FI;00.819.915/0001-23;WESTERN ASSET DI EXCELLENT FICFI RENDA FIXA REFERENCIADO;2023-11-30;112775838.65
FI;00.819.929/0001-47;WESTERN ASSET DI PLUS FICFI RENDA FIXA REFERENCIADO;2023-11-30;11173004.15
FI;00.822.055/0001-87;BB RF IV FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;106442503635.56
FI;00.822.059/0001-65;BB AÇÕES IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;153866299.14
FI;00.822.954/0001-80;ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;659686843.71
FI;00.824.198/0001-28;BRAD FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI FEDERAL - RESP LIMITADA;2023-11-30;71217166.39
FI;00.825.076/0001-56;PRATICBEC FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-11-30;1099907.73
FI;00.825.077/0001-09;BECMAXI - FUNDO DE INVESTIMENTO RENDA FIXA;2023-11-30;6379626.77
FI;00.826.901/0001-37;CS EVOLUTION DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;2023-11-30;10239526.94
FI;00.826.903/0001-26;CSHG TOP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;196009430.10
FI;00.826.907/0001-04;ITAÚ MEDIUM TERM CAPITAL FIX RENDA FIXA REFERENCIADO DI FIF DA CIC RESP LIMITADA;2023-11-30;25665866.26
FI;00.826.911/0001-72;GOLDEN DI RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2023-11-30;7778877.89
FI;00.828.941/0001-18;ITAU ADVANTAGE RENDA FIXA REFERENCIADO DI FICFI;2023-11-30;3113378.09
FI;00.829.163/0001-81;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MULTIPERFORMANCE;2023-11-30;7781731.15
FI;00.829.280/0001-45;ITAÚ RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2023-11-30;2637530949.23
FI;00.829.282/0001-34;ITAU EMPRESA RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2023-11-30;22040145.62
FI;00.829.288/0001-01;ITAÚ PRIVATE RENDA FIXA REFERENCIADO DI EXCLUSIVE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST;2023-11-30;2437655140.56
FI;00.829.292/0001-70;ITAÚ CORP RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2023-11-30;840469034.23
FI;00.832.407/0001-85;ITAÚ FRANCÊS RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2023-11-30;5220123486.06
FI;00.832.414/0001-87;ITAÚ RENDA FIXA REFERENCIADO DI PLUS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2023-11-30;85280840.64
FI;00.832.424/0001-12;ITAÚ PERSONNALITÉ RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO CIC RESP LIMITADA;2023-11-30;2556563.76
FI;00.832.431/0001-14;ITAÚ PERSONNALITÉ RF PLUS FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2023-11-30;32673820.29
FI;00.832.435/0001-00;ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI - FUNDO DE INVESTIMENTO;2023-11-30;5804446423.32
FI;00.832.443/0001-49;ITAÚ BBA RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESPONSABILIDADE LIMITADA;2023-11-30;51488470.92
FI;00.832.445/0001-38;ITAÚ RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2023-11-30;243311875.19
FI;00.832.453/0001-84;CSHG DI FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-11-30;2618147.85
FI;00.832.587/0001-03;BRB FUNDO DE INVESTIMENTO EM COTAS DE FI RF DI CRÉDITO PRIVADO LP HIPER - RESPONSABILIDADE LIMITADA;2023-11-30;58373889.98
FI;00.832.588/0001-40;FUNDO DE INVESTIMENTO EM RENDA FIXA BRB LIQUIDEZ;2023-11-30;14389827.45
FI;00.832.696/0001-12;SANTANDER RF CRESCIMENTO VIP FIC FI;2023-11-30;29161643.60
FI;00.833.458/0001-21;FUNDO DE INVESTIMENTO MULTIMERCADO TRIUNFO;2023-11-30;42253563.99
FI;00.834.072/0001-34;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA BETA RENDA FIXA REF DI LONGO PRAZO;2023-11-30;146678638.81
FI;00.834.074/0001-23;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA PRÁTICO RENDA FIXA CURTO PRAZO;2023-11-30;14758510586.93
FI;00.836.258/0001-22;FUNDO DE INVESTIMENTO MULTIMERCADO CHALLENGER;2023-11-30;153343239.32
FI;00.836.263/0001-35;TIVIO RENDA FIXA ATIVO LONGO PRAZO FUNDO DE INVESTIMENTO;2023-11-30;74663838.94
FI;00.838.266/0001-08;BANESTES VITÓRIA 500 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REF DI;2023-11-30;7690968.32
FI;00.838.267/0001-52;BANESTES INVESTIDOR AUTOMÁTICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-11-30;102188249.85
FI;00.838.269/0001-41;BANESTES INVEST MONEY FUNDO DE INVESTIMENTO RENDA FIXA;2023-11-30;163953800.98
FI;00.838.868/0001-65;ITAÚ PRIVATE SPECIAL MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2023-11-30;6471983.49
FI;00.840.008/0001-66;ITAÚ MULTIMERCADO MULTIMANAGER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;59307171.61
FI;00.840.011/0001-80;BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CRÉDITO PRIVADO;2023-11-30;4769817198.10
FI;00.842.960/0001-07;BB BESC RENDA FIXA PREMIUM FUNDO DE INVESTIMENTO;2023-11-30;40738220.43
FI;00.846.898/0001-13;CHEMICAL FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-11-30;33671892.53
FI;00.849.567/0001-37;SANTANDER PB HS MULTIMERCADO CRÉDITO PRIVADO FIC FI;2023-11-30;84902771.44
FI;00.852.311/0001-89;BB TOP DI RENDA FIXA REFERENCIADO DI LP FUNDO DE INVESTIMENTO;2023-11-30;28073791655.80
FI;00.856.171/0001-17;SAM FUNDO DE INVESTIMENTO E MULTIMERCADO;2023-11-30;127924956.60
FI;00.856.751/0001-04;NÚCLEOS V WESTERN ASSET ALM FIF RF LONGO PRAZO - RESPONSABILIDADE LIMITADA;2023-11-30;692090442.55
FI;00.856.755/0001-92;SANTANDER RENDA FIXA REFERENCIADO DI MAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;1410319684.96
FI;00.857.361/0001-59;BANPARA TRADICIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;10486401.13
FI;00.885.758/0001-54;SANTANDER PB JATOBÁ RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2023-11-30;56681777.27
FI;00.885.760/0001-23;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2023-11-30;102545458.41
FI;00.885.762/0001-12;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO TÍTULOS PÚBLICOS;2023-11-30;738272207.05
FI;00.888.897/0001-31;BTG PACTUAL HEDGE FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;776757496.74
FI;00.893.531/0001-50;FAPA SENIOR FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;157114765.43
FI;00.906.044/0001-85;TEMPO CAPITAL MANACÁ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;494118164.57
FI;00.947.958/0001-94;OPPORTUNITY MARKET FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;49830508.45
FI;00.970.059/0001-02;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA EMPRESA;2023-11-30;60252752.10
FI;00.970.074/0001-50;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO UNIÃO;2023-11-30;6183151555.39
FI;00.973.117/0001-51;ITAÚ INSTITUCIONAL MULTIMERCADO JUROS E MOEDAS FUNDO DE INVESTIMENTO EM COTAS DE FI;2023-11-30;90540185.88
FI;00.974.902/0001-29;FIVESTARS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;511273977.45
FI;00.975.480/0001-06;BRADESCO H FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADA DI LONGO PRAZO -RESP LIMITADA;2023-11-30;660729313.27
FI;00.977.449/0001-04;GERDAU PREVIDÊNCIA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO 1;2023-11-30;629435125.93
FI;00.979.181/0001-40;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA SOMA;2023-11-30;2558477.85
FI;00.982.697/0001-43;BB ALFA FUNDO DE INVEST EM COTAS DE FUNDO DE INVEST. RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO;2023-11-30;98691479.42
FI;00.996.200/0001-46;FUNDO DE INVESTIMENTO DE AÇÕES SALINE - INVESTIMENTO NO EXTERIOR;2023-11-30;71718890.49
FI;01.045.435/0001-15;WESTERN ASSET MULTIRENDA 10 FIC FI MULTIMERCADO;2023-11-30;1125374.10
FI;01.045.437/0001-04;WESTERN ASSET MULTIRENDA 20 FIC FI MULTIMERCADO;2023-11-30;1694685.29
FI;01.063.897/0001-65;ITAÚ SMALL CAP VALUATION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-11-30;392428513.98
FI;01.069.185/0001-53;IU BNP PARIBAS CORPORATE VI - FUNDO DE INVESTIMENTO RENDA FIXA;2023-11-30;29619640.92
FI;01.071.664/0001-04;NAZARIO FUNDO DE INVESTIMENTO EM AÇÕES;2023-11-30;10677748.25
FI;01.099.040/0001-03;UNIVERSAL P FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;26281675.46
FI;01.103.103/0001-40;FI EM QUOTAS DE FI MULTIMERCADO CREDITO PRIVADO BALANCED GROWTH INVESTIMENTO NO EXTERIOR;2023-11-30;7153763.46
FI;01.107.772/0001-90;CONCÓRDIA EXTRA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-11-30;39283973.84
FI;01.111.801/0001-97;CONFIANÇA G FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;1066603838.32
FI;01.114.310/0001-08;BRADESCO H FICFI RENDA FIXA LONGO PRAZO PLUS;2023-11-30;44775861.12
FI;01.129.004/0001-37;ITAÚ EMPRESA TRUST RF REFERENCIADO DI FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2023-11-30;24704987511.49
FI;01.135.345/0001-15;ITAÚ ÍNDICE AÇÕES IBOVESPA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;83111878.33
FI;01.147.626/0001-98;MEL CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2023-11-30;212768238.15
FI;01.147.641/0001-36;FUNDO DE INVESTIMENTO RENDA FIXA MAPFRE SOBERANO;2023-11-30;481113088.91
FI;01.165.780/0001-92;FUNDO DE INVESTIMENTO CAIXA MASTER PERSONALIZADO 50 RENDA FIXA LONGO PRAZO;2023-11-30;2413797164.39
FI;01.165.781/0001-37;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA EXECUTIVO RENDA FIXA LONGO PRAZO;2023-11-30;2321966954.93
FI;01.165.792/0001-17;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA FUNDAÇÕES RENDA FIXA CURTO PRAZO;2023-11-30;46538204.55
FI;01.165.796/0001-03;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA CLÁSSICO RENDA FIXA LONGO PRAZO;2023-11-30;32807099.95
FI;01.171.956/0001-19;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAMBIAL DÓLAR;2023-11-30;5072870.08
FI;01.171.957/0001-63;BRAM FUNDO DE INVESTIMENTO RENDA FIXA;2023-11-30;3486625934.37
FI;01.174.068/0001-50;PRIVATE IZA FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA;2023-11-30;108838940.47
FI;01.197.545/0001-00;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA SATURNO;2023-11-30;98858238.91
FI;01.214.092/0001-75;BTG PACTUAL DISCOVERY FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;220617220.55
FI;01.221.890/0001-24;CSHG VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-11-30;722359909.86
FI;01.231.931/0001-63;OMEGA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2023-11-30;8891335.19
FI;01.271.827/0001-00;ITAÚ PRIVATE RENDA FIXA EXCELLENCE FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESPONSABILIDADE LIMITADA;2023-11-30;399913086.39
FI;01.309.845/0001-26;CSHG SUNRISE FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉD PRIV RESPONSABILIDADE LIMITADA;2023-11-30;157581042.97
FI;01.340.605/0001-94;ITAÚ BBA CORPORATE RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-11-30;2613154.98
FI;01.353.260/0001-03;BANRISUL AUTOMÁTICO FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-11-30;1387790350.33
FI;01.353.626/0001-44;SELEÇÃO SAFRA MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-11-30;68653885.29
FI;01.361.072/0001-27;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF CIC RESP LIMITADA;2023-11-30;6109718.07
FI;01.361.073/0001-71;TOP RENDA MISTA CORP RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO FIF DA CIC RESPONSABILIDADE LIMITADA;2023-11-30;18514599.11
FI;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2023-11-30;2575484117.62
FI;01.375.954/0001-41;PLANNER REDWOOD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-11-30;43885745.16
FI;01.380.701/0001-66;SANTANDER PB VII MULT CRÉD PRIV FI;2023-11-30;96586514.05
FI;01.392.020/0001-18;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PGBL/VGBL FUTURE COMPOSTO III;2023-11-30;33459979.10
FI;01.392.021/0001-62;BRADESCO H FC DE FUNDOS DE INVESTIMENTO RENDA FIXA PGBL/VGBL FUTURE;2023-11-30;799560350.73
FI;01.410.032/0001-28;BB CAP FUNDO DE INVESTIMENTO RENDA FIXA;2023-11-30;5068916635.77
FI;01.424.041/0001-78;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ÁGUIA;2023-11-30;110084286.45
FI;01.430.938/0001-04;BTG PACTUAL DOLAR FUNDO DE INVESTIMENTO CAMBIAL;2023-11-30;133552617.55
FI;01.433.414/0001-77;ITAÚ PERSONNALITÉ PRÊMIO RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2023-11-30;36686454.42
FI;01.434.078/0001-87;RT SCALA RENDA FIXA FUNDO DE INVESTIMENTO;2023-11-30;1186304086.02
FI;01.464.595/0001-07;CSHG FUNDO DE INVESTIMENTO CAMBIAL;2023-11-30;24346694.18
FI;01.490.766/0001-64;WESTERN ASSET DI GOLD FICFI RENDA FIXA REFERENCIADO;2023-11-30;6041045.90
FI;01.496.940/0001-86;BRAM H FUNDO DE INVESTIMENTO AÇÕES INSTITUCIONAL;2023-11-30;150524080.61
FI;01.508.152/0001-62;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA ASSURANCE;2023-11-30;5700845.78
FI;01.525.057/0001-77;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES CAIXA IBOVESPA;2023-11-30;95718552.36
FI;01.536.201/0001-70;TARGET D - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-11-30;113330527.34
FI;01.541.649/0001-82;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GOLDEN PROFIT CONSERV;2023-11-30;3888076.05
FI;01.561.079/0001-92;WESTERN ASSET DI DAILY FIC FI RENDA FIXA REFERENCIADO;2023-11-30;4146030.37
FI;01.562.582/0001-62;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO;2023-11-30;392203135.18
FI;01.578.474/0001-88;BB AÇÕES TECNOLOGIA BDR NÍVEL I FUNDO DE INVESTIMENTO;2023-11-30;454649032.34
FI;01.587.403/0001-41;BANESTES VIP DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;2023-11-30;280353180.18
